"study","condition.name","outcome.name","variant","variant_n_prompts","page_idx","page_text"
"Schnabel903","Version 6","Masculine",1,56,1,"> We all develop quick first impressions of people and things, often in less than a second and without us realizing we're forming an impression. We often have limited information when we make these first impressions.We would like to know what you think about the following person. Please take a moment to forman impression after reading about them. Then, answer the questions that follow based on your impressions of the person."
"Schnabel903","Version 6","Masculine",1,56,2,"> Adam is a committed Muslim who enjoys spending time with his family and friends, watching TV, and going out to eat.
> 
> How well do you think the following terms describe Adam?"
"Schnabel903","Version 6","Masculine",1,56,3,"> Masculine
> Please choose a number from 1 (1) to 7 (7)

Participant X chooses: '"
"Schnabel903","Version 6","Masculine",2,64,1,"> We all develop quick first impressions of people and things, often in less than a second and without us realizing we're forming an impression. We often have limited information when we make these first impressions.We would like to know what you think about the following person. Please take a moment to forman impression after reading about them. Then, answer the questions that follow based on your impressions of the person."
"Schnabel903","Version 6","Masculine",2,64,2,"> Adam is a committed Muslim who enjoys spending time with his family and friends, watching TV, and going out to eat.
> 
> How well do you think the following terms describe Adam?"
"Schnabel903","Version 6","Masculine",2,64,3,"> Masculine
> Please choose a number from 1 (1) to 7 (7)

You choose: '"
"Schnabel903","Version 7","Masculine",1,56,1,"> We all develop quick first impressions of people and things, often in less than a second and without us realizing we're forming an impression. We often have limited information when we make these first impressions.We would like to know what you think about the following person. Please take a moment to forman impression after reading about them. Then, answer the questions that follow based on your impressions of the person."
"Schnabel903","Version 7","Masculine",1,56,2,"> Adam is a committed Jew who enjoys spending time with his family and friends, watching TV, and going out to eat.
> 
> How well do you think the following terms describe Adam?"
"Schnabel903","Version 7","Masculine",1,56,3,"> Masculine
> Please choose a number from 1 (1) to 7 (7)

Participant X chooses: '"
"Schnabel903","Version 7","Masculine",2,64,1,"> We all develop quick first impressions of people and things, often in less than a second and without us realizing we're forming an impression. We often have limited information when we make these first impressions.We would like to know what you think about the following person. Please take a moment to forman impression after reading about them. Then, answer the questions that follow based on your impressions of the person."
"Schnabel903","Version 7","Masculine",2,64,2,"> Adam is a committed Jew who enjoys spending time with his family and friends, watching TV, and going out to eat.
> 
> How well do you think the following terms describe Adam?"
"Schnabel903","Version 7","Masculine",2,64,3,"> Masculine
> Please choose a number from 1 (1) to 7 (7)

You choose: '"
"Schnabel903","Version 8","Masculine",1,56,1,"> We all develop quick first impressions of people and things, often in less than a second and without us realizing we're forming an impression. We often have limited information when we make these first impressions.We would like to know what you think about the following person. Please take a moment to forman impression after reading about them. Then, answer the questions that follow based on your impressions of the person."
"Schnabel903","Version 8","Masculine",1,56,2,"> Adam is a committed atheist who enjoys spending time with his family and friends, watching TV, and going out to eat.
> 
> How well do you think the following terms describe Adam?"
"Schnabel903","Version 8","Masculine",1,56,3,"> Masculine
> Please choose a number from 1 (1) to 7 (7)

Participant X chooses: '"
"Schnabel903","Version 8","Masculine",2,64,1,"> We all develop quick first impressions of people and things, often in less than a second and without us realizing we're forming an impression. We often have limited information when we make these first impressions.We would like to know what you think about the following person. Please take a moment to forman impression after reading about them. Then, answer the questions that follow based on your impressions of the person."
"Schnabel903","Version 8","Masculine",2,64,2,"> Adam is a committed atheist who enjoys spending time with his family and friends, watching TV, and going out to eat.
> 
> How well do you think the following terms describe Adam?"
"Schnabel903","Version 8","Masculine",2,64,3,"> Masculine
> Please choose a number from 1 (1) to 7 (7)

You choose: '"
"ShannonS2","Control","tax credit effective",1,56,1,"> Please take a moment to read the argument carefully and then tell us what you think.
> 
> How strongly do you agree or disagree with the following statement:"
"ShannonS2","Control","tax credit effective",1,56,2,"> “The child tax credit provides an annual refund to working parents with low incomes and is an important tool to keep people out of poverty. Also, when these families spend these tax refunds it provides a boost to our economy. We must encourage every qualifying tax payer to file for child tax credits.”"
"ShannonS2","Control","tax credit effective",1,56,3,"> Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree)

Participant X chooses: '"
"ShannonS2","Control","tax credit effective",2,64,1,"> Please take a moment to read the argument carefully and then tell us what you think.
> 
> How strongly do you agree or disagree with the following statement:"
"ShannonS2","Control","tax credit effective",2,64,2,"> “The child tax credit provides an annual refund to working parents with low incomes and is an important tool to keep people out of poverty. Also, when these families spend these tax refunds it provides a boost to our economy. We must encourage every qualifying tax payer to file for child tax credits.”"
"ShannonS2","Control","tax credit effective",2,64,3,"> Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree)

You choose: '"
"ShannonS2","Treatment","tax credit effective",1,56,1,"> Please take a moment to read the argument carefully and then tell us what you think.
> 
> How strongly do you agree or disagree with the following statement:"
"ShannonS2","Treatment","tax credit effective",1,56,2,"> “The child tax credit provides an annual refund to working parents with low incomes and is an important tool to keep people out of poverty. Also, when these families spend these tax refunds it provides a boost to our economy. It is estimated that every $1,000 credited to working parents generates $1,380 in local economic activity. We must encourage every qualifying tax payer to file for child tax credits.”"
"ShannonS2","Treatment","tax credit effective",1,56,3,"> Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree)

Participant X chooses: '"
"ShannonS2","Treatment","tax credit effective",2,64,1,"> Please take a moment to read the argument carefully and then tell us what you think.
> 
> How strongly do you agree or disagree with the following statement:"
"ShannonS2","Treatment","tax credit effective",2,64,2,"> “The child tax credit provides an annual refund to working parents with low incomes and is an important tool to keep people out of poverty. Also, when these families spend these tax refunds it provides a boost to our economy. It is estimated that every $1,000 credited to working parents generates $1,380 in local economic activity. We must encourage every qualifying tax payer to file for child tax credits.”"
"ShannonS2","Treatment","tax credit effective",2,64,3,"> Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree)

You choose: '"
"ShannonS2","Immigrant without savings","tax credit effective",1,56,1,"> Please take a moment to read the argument carefully and then tell us what you think.
> 
> How strongly do you agree or disagree with the following statement:"
"ShannonS2","Immigrant without savings","tax credit effective",1,56,2,"> “The child tax credit provides an annual refund to working parents with low incomes and is an important tool to keep immigrants out of poverty. Also, when these families spend these tax refunds it provides a boost to our economy. We must encourage every qualifying tax payer to file for child tax credits.”"
"ShannonS2","Immigrant without savings","tax credit effective",1,56,3,"> Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree)

Participant X chooses: '"
"ShannonS2","Immigrant without savings","tax credit effective",2,64,1,"> Please take a moment to read the argument carefully and then tell us what you think.
> 
> How strongly do you agree or disagree with the following statement:"
"ShannonS2","Immigrant without savings","tax credit effective",2,64,2,"> “The child tax credit provides an annual refund to working parents with low incomes and is an important tool to keep immigrants out of poverty. Also, when these families spend these tax refunds it provides a boost to our economy. We must encourage every qualifying tax payer to file for child tax credits.”"
"ShannonS2","Immigrant without savings","tax credit effective",2,64,3,"> Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree)

You choose: '"
"ShannonS2","Immigrant","tax credit effective",1,56,1,"> Please take a moment to read the argument carefully and then tell us what you think.
> 
> How strongly do you agree or disagree with the following statement:"
"ShannonS2","Immigrant","tax credit effective",1,56,2,"> “The child tax credit provides an annual refund to working parents with low incomes and is an important tool to keep immigrants out of poverty. Also, when these families spend these tax refunds it provides a boost to our economy. It is estimated that every $1,000 credited to working parents generates $1,380 in local economic activity. We must encourage every qualifying tax payer to file for child tax credits.”"
"ShannonS2","Immigrant","tax credit effective",1,56,3,"> Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree)

Participant X chooses: '"
"ShannonS2","Immigrant","tax credit effective",2,64,1,"> Please take a moment to read the argument carefully and then tell us what you think.
> 
> How strongly do you agree or disagree with the following statement:"
"ShannonS2","Immigrant","tax credit effective",2,64,2,"> “The child tax credit provides an annual refund to working parents with low incomes and is an important tool to keep immigrants out of poverty. Also, when these families spend these tax refunds it provides a boost to our economy. It is estimated that every $1,000 credited to working parents generates $1,380 in local economic activity. We must encourage every qualifying tax payer to file for child tax credits.”"
"ShannonS2","Immigrant","tax credit effective",2,64,3,"> Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree)

You choose: '"
"ShannonS2","Illegal without savings","tax credit effective",1,56,1,"> Please take a moment to read the argument carefully and then tell us what you think.
> 
> How strongly do you agree or disagree with the following statement:"
"ShannonS2","Illegal without savings","tax credit effective",1,56,2,"> “The child tax credit provides an annual refund to working parents with low incomes and is an important tool to keep illegal immigrants out of poverty. Also, when these families spend these tax refunds it provides a boost to our economy. We must encourage every qualifying tax payer to file for child tax credits.”"
"ShannonS2","Illegal without savings","tax credit effective",1,56,3,"> Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree)

Participant X chooses: '"
"ShannonS2","Illegal without savings","tax credit effective",2,64,1,"> Please take a moment to read the argument carefully and then tell us what you think.
> 
> How strongly do you agree or disagree with the following statement:"
"ShannonS2","Illegal without savings","tax credit effective",2,64,2,"> “The child tax credit provides an annual refund to working parents with low incomes and is an important tool to keep illegal immigrants out of poverty. Also, when these families spend these tax refunds it provides a boost to our economy. We must encourage every qualifying tax payer to file for child tax credits.”"
"ShannonS2","Illegal without savings","tax credit effective",2,64,3,"> Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree)

You choose: '"
"ShannonS2","Illegal","tax credit effective",1,56,1,"> Please take a moment to read the argument carefully and then tell us what you think.
> 
> How strongly do you agree or disagree with the following statement:"
"ShannonS2","Illegal","tax credit effective",1,56,2,"> “The child tax credit provides an annual refund to working parents with low incomes and is an important tool to keep illegal immigrants out of poverty. Also, when these families spend these tax refunds it provides a boost to our economy. It is estimated that every $1,000 credited to working parents generates $1,380 in local economic activity. We must encourage every qualifying tax payer to file for child tax credits.”"
"ShannonS2","Illegal","tax credit effective",1,56,3,"> Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree)

Participant X chooses: '"
"ShannonS2","Illegal","tax credit effective",2,64,1,"> Please take a moment to read the argument carefully and then tell us what you think.
> 
> How strongly do you agree or disagree with the following statement:"
"ShannonS2","Illegal","tax credit effective",2,64,2,"> “The child tax credit provides an annual refund to working parents with low incomes and is an important tool to keep illegal immigrants out of poverty. Also, when these families spend these tax refunds it provides a boost to our economy. It is estimated that every $1,000 credited to working parents generates $1,380 in local economic activity. We must encourage every qualifying tax payer to file for child tax credits.”"
"ShannonS2","Illegal","tax credit effective",2,64,3,"> Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree)

You choose: '"
"ShannonS28","neg immigration rep cue","immigrant intake",1,56,1,"> Please take a moment to read the argument carefully and then tell us what you think."
"ShannonS28","neg immigration rep cue","immigrant intake",1,56,2,"> “All Americans, not only in the states most heavily affected but in every place in this country, are rightly disturbed by the large numbers of illegal aliens entering our country. The jobs they hold might otherwise be held by citizens or legal immigrants. The public services they use impose burdens on our taxpayers. We are a nation of immigrants. But we are also a nation of laws. It is wrong and ultimately self-defeating for a nation of immigrants to permit the kind of abuse of our immigration laws we have seen in recent years, and we must do more to stop it.”
> President Bill Clinton - Democrat"
"ShannonS28","neg immigration rep cue","immigrant intake",1,56,3,"> Do you think the number of immigrants to America should be....
> Please choose a number from 1 (Reduced a lot) to 5 (Increased a lot)

Participant X chooses: '"
"ShannonS28","neg immigration rep cue","immigrant intake",2,64,1,"> Please take a moment to read the argument carefully and then tell us what you think."
"ShannonS28","neg immigration rep cue","immigrant intake",2,64,2,"> “All Americans, not only in the states most heavily affected but in every place in this country, are rightly disturbed by the large numbers of illegal aliens entering our country. The jobs they hold might otherwise be held by citizens or legal immigrants. The public services they use impose burdens on our taxpayers. We are a nation of immigrants. But we are also a nation of laws. It is wrong and ultimately self-defeating for a nation of immigrants to permit the kind of abuse of our immigration laws we have seen in recent years, and we must do more to stop it.”
> President Bill Clinton - Democrat"
"ShannonS28","neg immigration rep cue","immigrant intake",2,64,3,"> Do you think the number of immigrants to America should be....
> Please choose a number from 1 (Reduced a lot) to 5 (Increased a lot)

You choose: '"
"ShannonS28","pos immigration rep cue","immigrant intake",1,56,1,"> Please take a moment to read the argument carefully and then tell us what you think."
"ShannonS28","pos immigration rep cue","immigrant intake",1,56,2,"> “Through this ‘Golden Door’ have come millions of men and women, who first stepped foot on American soil right there, on Ellis Island. These families came here to work. They came to build. Others came in different ways, from other lands, under different, often harrowing conditions. They didn't ask what this country could do for them but what they could do to make this refuge the greatest home of freedom in history. They brought with them courage, ambition and the values of family, neighborhood, work, peace and freedom. They came from different lands but they shared the same values, the same dream.”
> President Ronald Reagan – Republican"
"ShannonS28","pos immigration rep cue","immigrant intake",1,56,3,"> Do you think the number of immigrants to America should be....
> Please choose a number from 1 (Reduced a lot) to 5 (Increased a lot)

Participant X chooses: '"
"ShannonS28","pos immigration rep cue","immigrant intake",2,64,1,"> Please take a moment to read the argument carefully and then tell us what you think."
"ShannonS28","pos immigration rep cue","immigrant intake",2,64,2,"> “Through this ‘Golden Door’ have come millions of men and women, who first stepped foot on American soil right there, on Ellis Island. These families came here to work. They came to build. Others came in different ways, from other lands, under different, often harrowing conditions. They didn't ask what this country could do for them but what they could do to make this refuge the greatest home of freedom in history. They brought with them courage, ambition and the values of family, neighborhood, work, peace and freedom. They came from different lands but they shared the same values, the same dream.”
> President Ronald Reagan – Republican"
"ShannonS28","pos immigration rep cue","immigrant intake",2,64,3,"> Do you think the number of immigrants to America should be....
> Please choose a number from 1 (Reduced a lot) to 5 (Increased a lot)

You choose: '"
"Silverman1035","Control group: No Corrective Information","Americans_Killed",1,56,1,"> The next screens contain some important information for this survey. We appreciate your careful attention to the details in the passage on the next screens. There will be a slight delay in moving past the next screens.  Additionally, you will not be able to go back to the previous screen, so please read the entire passage carefully. Thank you."
"Silverman1035","Control group: No Corrective Information","Americans_Killed",1,56,2,"> <u>New Poll Finds Rising Fears of Terrorism Nationwide</u>
> 
> The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”"
"Silverman1035","Control group: No Corrective Information","Americans_Killed",1,56,3,"> About how many Americans are killed each year by terrorism on U.S. soil?
> Please choose a number from 1 (87) to 3 (87,000)

Participant X chooses: '"
"Silverman1035","Control group: No Corrective Information","Americans_Killed",2,64,1,"> The next screens contain some important information for this survey. We appreciate your careful attention to the details in the passage on the next screens. There will be a slight delay in moving past the next screens.  Additionally, you will not be able to go back to the previous screen, so please read the entire passage carefully. Thank you."
"Silverman1035","Control group: No Corrective Information","Americans_Killed",2,64,2,"> <u>New Poll Finds Rising Fears of Terrorism Nationwide</u>
> 
> The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”"
"Silverman1035","Control group: No Corrective Information","Americans_Killed",2,64,3,"> About how many Americans are killed each year by terrorism on U.S. soil?
> Please choose a number from 1 (87) to 3 (87,000)

You choose: '"
"Silverman1035","Treatment 1: Corrective Information, No Elite Endorsement","Americans_Killed",1,56,1,"> <u>New Poll Finds Rising Fears of Terrorism Nationwide</u>
> 
> The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”
> 
> Taking a Closer Look at the Terror Threat</u>
> [SPACE]
> Does terrorism really pose a critical threat to us? Below is a figure showing the average American’s risk of death from different sources. Please take a minute to study it closely.
> [SPACE]
> Threat        Period        Annual Deaths        Annual Risk
> Cancer        2009        560,000        1 in 540
> Traffic Accidents        2008        34,017        1 in 8,000
> Homicide        2006        14,180        1 in 22,000
> Natural Disasters        1999-2008        629        1 in 480,000
> Home Appliances        Yearly Average        200        1 in 1,500,000
> Commercial Aviation        1989-2007        103        1 in 2,900,000
> Terrorism        1970-2007        87        1 in 3,500,000
> Lightning        2008        42        1 in 7,000,000
> Source: Mueller and Stewart 2015
> [SPACE]
> As can be seen, around 90 Americans are killed each year by terrorism on U.S. soil. This means the risk of being a victim of terrorism in a given year is about 1 in 3.5 million. In comparison, the risk of being killed by cancer is 1 in 540, the risk of being killed in a car accident is 1 in 8,000, and the chance of being killed by your own home appliances is 1 in 1.5 million. These numbers provide some essential context when thinking about the different threats to our public safety."
"Silverman1035","Treatment 1: Corrective Information, No Elite Endorsement","Americans_Killed",1,56,2,"> About how many Americans are killed each year by terrorism on U.S. soil?
> Please choose a number from 1 (87) to 3 (87,000)

Participant X chooses: '"
"Silverman1035","Treatment 1: Corrective Information, No Elite Endorsement","Americans_Killed",2,64,1,"> <u>New Poll Finds Rising Fears of Terrorism Nationwide</u>
> 
> The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”
> 
> Taking a Closer Look at the Terror Threat</u>
> [SPACE]
> Does terrorism really pose a critical threat to us? Below is a figure showing the average American’s risk of death from different sources. Please take a minute to study it closely.
> [SPACE]
> Threat        Period        Annual Deaths        Annual Risk
> Cancer        2009        560,000        1 in 540
> Traffic Accidents        2008        34,017        1 in 8,000
> Homicide        2006        14,180        1 in 22,000
> Natural Disasters        1999-2008        629        1 in 480,000
> Home Appliances        Yearly Average        200        1 in 1,500,000
> Commercial Aviation        1989-2007        103        1 in 2,900,000
> Terrorism        1970-2007        87        1 in 3,500,000
> Lightning        2008        42        1 in 7,000,000
> Source: Mueller and Stewart 2015
> [SPACE]
> As can be seen, around 90 Americans are killed each year by terrorism on U.S. soil. This means the risk of being a victim of terrorism in a given year is about 1 in 3.5 million. In comparison, the risk of being killed by cancer is 1 in 540, the risk of being killed in a car accident is 1 in 8,000, and the chance of being killed by your own home appliances is 1 in 1.5 million. These numbers provide some essential context when thinking about the different threats to our public safety."
"Silverman1035","Treatment 1: Corrective Information, No Elite Endorsement","Americans_Killed",2,64,2,"> About how many Americans are killed each year by terrorism on U.S. soil?
> Please choose a number from 1 (87) to 3 (87,000)

You choose: '"
"Silverman1035","Treatment 2: Corrective Information, Democratic Endorsement","Americans_Killed",1,56,1,"> The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”
> 
> Taking a Closer Look at the Terror Threat</u>
> [SPACE]
> Does terrorism really pose a critical threat to us? Below is a figure showing the average American’s risk of death from different sources. Please take a minute to study it closely.
> [SPACE]
> Threat	Period	Annual Deaths	Annual Risk
> Cancer	2009	560,000	1 in 540
> Traffic Accidents	2008	34,017	1 in 8,000
> Homicide	2006	14,180	1 in 22,000
> Natural Disasters	1999-2008	629	1 in 480,000
> Home Appliances	Yearly Average	200	1 in 1,500,000
> Commercial Aviation	1989-2007	103	1 in 2,900,000
> Terrorism	1970-2007	87	1 in 3,500,000
> Lightning	2008	42	1 in 7,000,000
> Source: Mueller and Stewart 2015
> [SPACE]
> As can be seen, around 90 Americans are killed each year by terrorism on U.S. soil. This means the risk of being a victim of terrorism in a given year is about 1 in 3.5 million. In comparison, the risk of being killed by cancer is 1 in 540, the risk of being killed in a car accident is 1 in 8,000, and the chance of being killed by your own home appliances is 1 in 1.5 million. These numbers provide some essential context when thinking about the different threats to our public safety.
> [SPACE]
> Indeed, these facts have been noted by officials. For example, Democratic Congressman John Baker stated recently: “The truth is that you are far more likely to be killed by routine, mundane dangers than you are by a terrorist attack. We as Americans need to take a closer look at the risks and choices we face.”"
"Silverman1035","Treatment 2: Corrective Information, Democratic Endorsement","Americans_Killed",1,56,2,"> About how many Americans are killed each year by terrorism on U.S. soil?
> Please choose a number from 1 (87) to 3 (87,000)

Participant X chooses: '"
"Silverman1035","Treatment 2: Corrective Information, Democratic Endorsement","Americans_Killed",2,64,1,"> The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”
> 
> Taking a Closer Look at the Terror Threat</u>
> [SPACE]
> Does terrorism really pose a critical threat to us? Below is a figure showing the average American’s risk of death from different sources. Please take a minute to study it closely.
> [SPACE]
> Threat	Period	Annual Deaths	Annual Risk
> Cancer	2009	560,000	1 in 540
> Traffic Accidents	2008	34,017	1 in 8,000
> Homicide	2006	14,180	1 in 22,000
> Natural Disasters	1999-2008	629	1 in 480,000
> Home Appliances	Yearly Average	200	1 in 1,500,000
> Commercial Aviation	1989-2007	103	1 in 2,900,000
> Terrorism	1970-2007	87	1 in 3,500,000
> Lightning	2008	42	1 in 7,000,000
> Source: Mueller and Stewart 2015
> [SPACE]
> As can be seen, around 90 Americans are killed each year by terrorism on U.S. soil. This means the risk of being a victim of terrorism in a given year is about 1 in 3.5 million. In comparison, the risk of being killed by cancer is 1 in 540, the risk of being killed in a car accident is 1 in 8,000, and the chance of being killed by your own home appliances is 1 in 1.5 million. These numbers provide some essential context when thinking about the different threats to our public safety.
> [SPACE]
> Indeed, these facts have been noted by officials. For example, Democratic Congressman John Baker stated recently: “The truth is that you are far more likely to be killed by routine, mundane dangers than you are by a terrorist attack. We as Americans need to take a closer look at the risks and choices we face.”"
"Silverman1035","Treatment 2: Corrective Information, Democratic Endorsement","Americans_Killed",2,64,2,"> About how many Americans are killed each year by terrorism on U.S. soil?
> Please choose a number from 1 (87) to 3 (87,000)

You choose: '"
"Silverman1035","Treatment 3: Corrective Information, Republican Endorsement","Americans_Killed",1,56,1,"> New Poll Finds Rising Fears of Terrorism Nationwide</u>
> [SPACE]
> The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”
> 
> 
> Taking a Closer Look at the Terror Threat</u>
> [SPACE]
> Does terrorism really pose a critical threat to us? Below is a figure showing the average American’s risk of death from different sources. Please take a minute to study it closely.
> [SPACE]
> Threat	Period	Annual Deaths	Annual Risk
> Cancer	2009	560,000	1 in 540
> Traffic Accidents	2008	34,017	1 in 8,000
> Homicide	2006	14,180	1 in 22,000
> Natural Disasters	1999-2008	629	1 in 480,000
> Home Appliances	Yearly Average	200	1 in 1,500,000
> Commercial Aviation	1989-2007	103	1 in 2,900,000
> Terrorism	1970-2007	87	1 in 3,500,000
> Lightning	2008	42	1 in 7,000,000
> Source: Mueller and Stewart 2015
> [SPACE]
> As can be seen, around 90 Americans are killed each year by terrorism on U.S. soil. This means the risk of being a victim of terrorism in a given year is about 1 in 3.5 million. In comparison, the risk of being killed by cancer is 1 in 540, the risk of being killed in a car accident is 1 in 8,000, and the chance of being killed by your own home appliances is 1 in 1.5 million. These numbers provide some essential context when thinking about the different threats to our public safety.
> [SPACE]
> Indeed, these facts have been noted by officials. For example, Republican Congressman John Baker stated recently: “The truth is that you are far more likely to be killed by routine, mundane dangers than you are by a terrorist attack. We as Americans need to take a closer look at the risks and choices we face.”"
"Silverman1035","Treatment 3: Corrective Information, Republican Endorsement","Americans_Killed",1,56,2,"> About how many Americans are killed each year by terrorism on U.S. soil?
> Please choose a number from 1 (87) to 3 (87,000)

Participant X chooses: '"
"Silverman1035","Treatment 3: Corrective Information, Republican Endorsement","Americans_Killed",2,64,1,"> New Poll Finds Rising Fears of Terrorism Nationwide</u>
> [SPACE]
> The number of people who say that acts of terrorism against Americans are imminent is up 3% from last year, according to a new poll released this week. In the wake of attacks in San Bernardino, Orlando, Paris, and London, the Pew Research Center found that 63% of Americans think major terrorist attacks are likely to occur soon on American soil. Government officials have echoed these concerns. “We are issuing a new advisory that the terror threat is now elevated across the country,” said Undersecretary for Homeland Security Stephen Krause. “We have to remain vigilant and we have to stay alert. Terrorists can strike anytime, anywhere.”
> 
> 
> Taking a Closer Look at the Terror Threat</u>
> [SPACE]
> Does terrorism really pose a critical threat to us? Below is a figure showing the average American’s risk of death from different sources. Please take a minute to study it closely.
> [SPACE]
> Threat	Period	Annual Deaths	Annual Risk
> Cancer	2009	560,000	1 in 540
> Traffic Accidents	2008	34,017	1 in 8,000
> Homicide	2006	14,180	1 in 22,000
> Natural Disasters	1999-2008	629	1 in 480,000
> Home Appliances	Yearly Average	200	1 in 1,500,000
> Commercial Aviation	1989-2007	103	1 in 2,900,000
> Terrorism	1970-2007	87	1 in 3,500,000
> Lightning	2008	42	1 in 7,000,000
> Source: Mueller and Stewart 2015
> [SPACE]
> As can be seen, around 90 Americans are killed each year by terrorism on U.S. soil. This means the risk of being a victim of terrorism in a given year is about 1 in 3.5 million. In comparison, the risk of being killed by cancer is 1 in 540, the risk of being killed in a car accident is 1 in 8,000, and the chance of being killed by your own home appliances is 1 in 1.5 million. These numbers provide some essential context when thinking about the different threats to our public safety.
> [SPACE]
> Indeed, these facts have been noted by officials. For example, Republican Congressman John Baker stated recently: “The truth is that you are far more likely to be killed by routine, mundane dangers than you are by a terrorist attack. We as Americans need to take a closer look at the risks and choices we face.”"
"Silverman1035","Treatment 3: Corrective Information, Republican Endorsement","Americans_Killed",2,64,2,"> About how many Americans are killed each year by terrorism on U.S. soil?
> Please choose a number from 1 (87) to 3 (87,000)

You choose: '"
